temperature,date,dia_da_semana,mes_venda,temperatura_celsius,total_de_vendas
59F,"quinta-feira, março 10, 2022",qui,mar,21,38185
60F,"sexta-feira, março 11, 2022",sex,mar,21,38176
59F,"sábado, março 12, 2022",sab,mar,21,38175
60F,"domingo, março 13, 2022",dom,mar,21,38167
61F,"segunda-feira, março 14, 2022",seg,mar,21,38167
61F,"terça-feira, março 15, 2022",ter,mar,22,38769
62F,"quarta-feira, março 16, 2022",qua,mar,22,38766
59F,"quinta-feira, março 17, 2022",qui,mar,21,38143
60F,"sexta-feira, março 18, 2022",sex,mar,21,38140
60F,"sábado, março 19, 2022",sab,mar,21,38127
61F,"domingo, março 20, 2022",dom,mar,22,38731
61F,"segunda-feira, março 21, 2022",seg,mar,22,38720
60F,"terça-feira, março 22, 2022",ter,mar,21,38108
61F,"quarta-feira, março 23, 2022",qua,mar,22,38707
60F,"quinta-feira, março 24, 2022",qui,mar,21,38097
62F,"sexta-feira, março 25, 2022",sex,mar,22,38701
59F,"sábado, março 26, 2022",sab,mar,21,38087
59F,"domingo, março 27, 2022",dom,mar,21,38069
59F,"segunda-feira, março 28, 2022",seg,mar,21,38066
59F,"terça-feira, março 29, 2022",ter,mar,21,38041
59F,"quarta-feira, março 30, 2022",qua,mar,21,38034
65F,"quinta-feira, março 31, 2022",qui,mar,24,39366
61F,"sexta-feira, abril 01, 2022",sex,abr,22,38139
67F,"sábado, abril 02, 2022",sab,abr,25,39942
60F,"domingo, abril 03, 2022",dom,abr,21,37500
62F,"segunda-feira, abril 04, 2022",seg,abr,22,38086
67F,"terça-feira, abril 05, 2022",ter,abr,25,39910
64F,"quarta-feira, abril 06, 2022",qua,abr,23,38684
63F,"quinta-feira, abril 07, 2022",qui,abr,23,38682
63F,"sexta-feira, abril 08, 2022",sex,abr,23,38660
64F,"sábado, abril 09, 2022",sab,abr,23,38659
66F,"domingo, abril 10, 2022",dom,abr,25,39861
65F,"segunda-feira, abril 11, 2022",seg,abr,24,39252
63F,"terça-feira, abril 12, 2022",ter,abr,23,38632
63F,"quarta-feira, abril 13, 2022",qua,abr,23,38631
65F,"quinta-feira, abril 14, 2022",qui,abr,24,39231
61F,"sexta-feira, abril 15, 2022",sex,abr,22,38012
64F,"sábado, abril 16, 2022",sab,abr,23,38616
66F,"domingo, abril 17, 2022",dom,abr,24,39224
64F,"segunda-feira, abril 18, 2022",seg,abr,23,38604
66F,"terça-feira, abril 19, 2022",ter,abr,24,39212
63F,"quarta-feira, abril 20, 2022",qua,abr,23,38592
66F,"quinta-feira, abril 21, 2022",qui,abr,25,39809
66F,"sexta-feira, abril 22, 2022",sex,abr,25,39800
63F,"sábado, abril 23, 2022",sab,abr,23,38581
61F,"domingo, abril 24, 2022",dom,abr,22,37964
64F,"segunda-feira, abril 25, 2022",seg,abr,23,38573
65F,"terça-feira, abril 26, 2022",ter,abr,24,39177
66F,"quarta-feira, abril 27, 2022",qua,abr,24,39175
67F,"quinta-feira, abril 28, 2022",qui,abr,25,39776
66F,"sexta-feira, abril 29, 2022",sex,abr,24,39164
63F,"sábado, abril 30, 2022",sab,abr,23,38551
64F,"domingo, maio 01, 2022",dom,mai,23,38550
61F,"segunda-feira, maio 02, 2022",seg,mai,22,37938
64F,"terça-feira, maio 03, 2022",ter,mai,23,38544
68F,"quarta-feira, maio 04, 2022",qua,mai,25,39754
65F,"quinta-feira, maio 05, 2022",qui,mai,24,39144
63F,"sexta-feira, maio 06, 2022",sex,mai,22,37922
65F,"sábado, maio 07, 2022",sab,mai,24,39140
66F,"domingo, maio 08, 2022",dom,mai,24,39132
62F,"segunda-feira, maio 09, 2022",seg,mai,22,37913
64F,"terça-feira, maio 10, 2022",ter,mai,23,38517
66F,"quarta-feira, maio 11, 2022",qua,mai,25,39734
63F,"quinta-feira, maio 12, 2022",qui,mai,22,37898
64F,"sexta-feira, maio 13, 2022",sex,mai,23,38507
63F,"sábado, maio 14, 2022",sab,mai,23,38503
65F,"domingo, maio 15, 2022",dom,mai,24,39111
65F,"segunda-feira, maio 16, 2022",seg,mai,24,39108
67F,"terça-feira, maio 17, 2022",ter,mai,25,39716
66F,"quarta-feira, maio 18, 2022",qua,mai,24,39097
64F,"quinta-feira, maio 19, 2022",qui,mai,23,38486
66F,"sexta-feira, maio 20, 2022",sex,mai,24,39085
64F,"sábado, maio 21, 2022",sab,mai,24,39084
64F,"domingo, maio 22, 2022",dom,mai,24,39076
66F,"segunda-feira, maio 23, 2022",seg,mai,25,39685
65F,"terça-feira, maio 24, 2022",ter,mai,24,39070
64F,"quarta-feira, maio 25, 2022",qua,mai,23,38460
66F,"quinta-feira, maio 26, 2022",qui,mai,25,39668
65F,"sexta-feira, maio 27, 2022",sex,mai,24,39059
66F,"sábado, maio 28, 2022",sab,mai,24,39052
67F,"domingo, maio 29, 2022",dom,mai,25,39661
64F,"segunda-feira, maio 30, 2022",seg,mai,24,39043
63F,"terça-feira, maio 31, 2022",ter,mai,23,38433
65F,"quarta-feira, junho 01, 2022",qua,jun,24,39039
59F,"quinta-feira, junho 02, 2022",qui,jun,21,37212
65F,"sexta-feira, junho 03, 2022",sex,jun,24,39033
69F,"sábado, junho 04, 2022",sab,jun,26,40251
63F,"domingo, junho 05, 2022",dom,jun,23,38418
62F,"segunda-feira, junho 06, 2022",seg,jun,22,37806
62F,"terça-feira, junho 07, 2022",ter,jun,22,37793
66F,"quarta-feira, junho 08, 2022",qua,jun,24,39006
64F,"quinta-feira, junho 09, 2022",qui,jun,23,38375
67F,"sexta-feira, junho 10, 2022",sex,jun,25,39592
67F,"sábado, junho 11, 2022",sab,jun,25,39510
71F,"domingo, junho 12, 2022",dom,jun,27,40471
61F,"segunda-feira, junho 13, 2022",seg,jun,22,40171
62F,"terça-feira, junho 14, 2022",ter,jun,22,40132
62F,"quarta-feira, junho 15, 2022",qua,jun,22,40117
61F,"quinta-feira, junho 16, 2022",qui,jun,21,39500
65F,"sexta-feira, junho 17, 2022",sex,jun,24,41323
63F,"sábado, junho 18, 2022",sab,jun,23,40714
62F,"domingo, junho 19, 2022",dom,jun,22,40098
62F,"segunda-feira, junho 20, 2022",seg,jun,22,40090
64F,"terça-feira, junho 21, 2022",ter,jun,23,40695
60F,"quarta-feira, junho 22, 2022",qua,jun,21,39462
63F,"quinta-feira, junho 23, 2022",qui,jun,23,40677
61F,"sexta-feira, junho 24, 2022",sex,jun,22,40062
61F,"sábado, junho 25, 2022",sab,jun,22,40060
59F,"domingo, junho 26, 2022",dom,jun,21,39449
60F,"segunda-feira, junho 27, 2022",seg,jun,21,39447
62F,"terça-feira, junho 28, 2022",ter,jun,22,40055
60F,"quarta-feira, junho 29, 2022",qua,jun,21,39441
63F,"quinta-feira, junho 30, 2022",qui,jun,23,40658
62F,"sexta-feira, julho 01, 2022",sex,jul,22,40046
61F,"sábado, julho 02, 2022",sab,jul,21,39433
61F,"domingo, julho 03, 2022",dom,jul,21,39428
62F,"segunda-feira, julho 04, 2022",seg,jul,22,40029
64F,"terça-feira, julho 05, 2022",ter,jul,23,40636
64F,"quarta-feira, julho 06, 2022",qua,jul,23,40633
60F,"quinta-feira, julho 07, 2022",qui,jul,21,39414
63F,"sexta-feira, julho 08, 2022",sex,jul,23,40632
64F,"sábado, julho 09, 2022",sab,jul,23,40627
61F,"domingo, julho 10, 2022",dom,jul,22,40017
63F,"segunda-feira, julho 11, 2022",seg,jul,23,40625
62F,"terça-feira, julho 12, 2022",ter,jul,22,40014
60F,"quarta-feira, julho 13, 2022",qua,jul,21,39401
63F,"quinta-feira, julho 14, 2022",qui,jul,23,40616
61F,"sexta-feira, julho 15, 2022",sex,jul,22,40005
59F,"sábado, julho 16, 2022",sab,jul,21,39391
60F,"domingo, julho 17, 2022",dom,jul,21,39390
62F,"segunda-feira, julho 18, 2022",seg,jul,22,39998
64F,"terça-feira, julho 19, 2022",ter,jul,23,40606
61F,"quarta-feira, julho 20, 2022",qua,jul,22,39995
61F,"quinta-feira, julho 21, 2022",qui,jul,22,39995
61F,"sexta-feira, julho 22, 2022",sex,jul,22,39993
64F,"sábado, julho 23, 2022",sab,jul,23,40602
61F,"domingo, julho 24, 2022",dom,jul,22,39991
61F,"segunda-feira, julho 25, 2022",seg,jul,21,39382
62F,"terça-feira, julho 26, 2022",ter,jul,22,39990
60F,"quarta-feira, julho 27, 2022",qua,jul,21,39381
61F,"quinta-feira, julho 28, 2022",qui,jul,22,39989
60F,"sexta-feira, julho 29, 2022",sex,jul,21,39372
64F,"sábado, julho 30, 2022",sab,jul,23,40590
59F,"domingo, julho 31, 2022",dom,jul,21,39371
61F,"segunda-feira, agosto 01, 2022",seg,ago,21,39371
63F,"terça-feira, agosto 02, 2022",ter,ago,23,40587
63F,"quarta-feira, agosto 03, 2022",qua,ago,23,40582
62F,"quinta-feira, agosto 04, 2022",qui,ago,22,39972
61F,"sexta-feira, agosto 05, 2022",sex,ago,21,39363
63F,"sábado, agosto 06, 2022",sab,ago,23,40581
64F,"domingo, agosto 07, 2022",dom,ago,23,40579
64F,"segunda-feira, agosto 08, 2022",seg,ago,23,40576
62F,"terça-feira, agosto 09, 2022",ter,ago,22,39965
60F,"quarta-feira, agosto 10, 2022",qua,ago,21,39355
60F,"quinta-feira, agosto 11, 2022",qui,ago,21,39353
65F,"sexta-feira, agosto 12, 2022",sex,ago,24,41179
61F,"sábado, agosto 13, 2022",sab,ago,22,39955
63F,"domingo, agosto 14, 2022",dom,ago,23,40563
62F,"segunda-feira, agosto 15, 2022",seg,ago,22,39953
64F,"terça-feira, agosto 16, 2022",ter,ago,23,40561
62F,"quarta-feira, agosto 17, 2022",qua,ago,22,39952
63F,"quinta-feira, agosto 18, 2022",qui,ago,23,40557
63F,"sexta-feira, agosto 19, 2022",sex,ago,23,40557
62F,"sábado, agosto 20, 2022",sab,ago,22,39946
59F,"domingo, agosto 21, 2022",dom,ago,21,39336
64F,"segunda-feira, agosto 22, 2022",seg,ago,24,41162
63F,"terça-feira, agosto 23, 2022",ter,ago,23,40549
64F,"quarta-feira, agosto 24, 2022",qua,ago,23,40545
61F,"quinta-feira, agosto 25, 2022",qui,ago,22,39935
61F,"sexta-feira, agosto 26, 2022",sex,ago,22,39934
61F,"sábado, agosto 27, 2022",sab,ago,21,39325
64F,"domingo, agosto 28, 2022",dom,ago,23,40540
59F,"segunda-feira, agosto 29, 2022",seg,ago,21,39320
61F,"terça-feira, agosto 30, 2022",ter,ago,22,39926
60F,"quarta-feira, agosto 31, 2022",qua,ago,21,39307
62F,"quinta-feira, setembro 01, 2022",qui,set,22,39915
63F,"sexta-feira, setembro 02, 2022",sex,set,23,40518
62F,"sábado, setembro 03, 2022",sab,set,22,39909
63F,"domingo, setembro 04, 2022",dom,set,22,39903
60F,"segunda-feira, setembro 05, 2022",seg,set,21,39292
61F,"terça-feira, setembro 06, 2022",ter,set,22,39901
61F,"quarta-feira, setembro 07, 2022",qua,set,22,39891
64F,"quinta-feira, setembro 08, 2022",qui,set,23,40496
64F,"sexta-feira, setembro 09, 2022",sex,set,24,41105
62F,"sábado, setembro 10, 2022",sab,set,22,39886
65F,"domingo, setembro 11, 2022",dom,set,24,41104
61F,"segunda-feira, setembro 12, 2022",seg,set,22,39883
63F,"terça-feira, setembro 13, 2022",ter,set,23,40492
64F,"quarta-feira, setembro 14, 2022",qua,set,23,40490
60F,"quinta-feira, setembro 15, 2022",qui,set,21,39271
60F,"sexta-feira, setembro 16, 2022",sex,set,21,39267
64F,"sábado, setembro 17, 2022",sab,set,23,40479
61F,"domingo, setembro 18, 2022",dom,set,22,39869
63F,"segunda-feira, setembro 19, 2022",seg,set,23,40477
60F,"terça-feira, setembro 20, 2022",ter,set,21,39258
60F,"quarta-feira, setembro 21, 2022",qua,set,21,39258
60F,"quinta-feira, setembro 22, 2022",qui,set,21,39253
59F,"sexta-feira, setembro 23, 2022",sex,set,21,39252
65F,"sábado, setembro 24, 2022",sab,set,24,41078
61F,"domingo, setembro 25, 2022",dom,set,22,39860
60F,"segunda-feira, setembro 26, 2022",seg,set,21,39251
65F,"terça-feira, setembro 27, 2022",ter,set,24,41075
61F,"quarta-feira, setembro 28, 2022",qua,set,22,39857
62F,"quinta-feira, setembro 29, 2022",qui,set,22,39857
62F,"sexta-feira, setembro 30, 2022",sex,set,22,39856
61F,"sábado, outubro 01, 2022",sab,out,22,39855
64F,"domingo, outubro 02, 2022",dom,out,23,40461
63F,"segunda-feira, outubro 03, 2022",seg,out,23,40459
63F,"terça-feira, outubro 04, 2022",ter,out,22,39848
60F,"quarta-feira, outubro 05, 2022",qua,out,21,39236
60F,"quinta-feira, outubro 06, 2022",qui,out,21,39235
61F,"sexta-feira, outubro 07, 2022",sex,out,22,39836
62F,"sábado, outubro 08, 2022",sab,out,22,39835
60F,"domingo, outubro 09, 2022",dom,out,21,39221
60F,"segunda-feira, outubro 10, 2022",seg,out,21,39220
61F,"terça-feira, outubro 11, 2022",ter,out,22,39828
62F,"quarta-feira, outubro 12, 2022",qua,out,22,39826
61F,"quinta-feira, outubro 13, 2022",qui,out,22,39825
62F,"sexta-feira, outubro 14, 2022",sex,out,22,39823
61F,"sábado, outubro 15, 2022",sab,out,22,39821
63F,"domingo, outubro 16, 2022",dom,out,23,40429
60F,"segunda-feira, outubro 17, 2022",seg,out,21,39202
61F,"terça-feira, outubro 18, 2022",ter,out,22,39811
60F,"quarta-feira, outubro 19, 2022",qua,out,21,39201
60F,"quinta-feira, outubro 20, 2022",qui,out,21,39201
63F,"sexta-feira, outubro 21, 2022",sex,out,22,39810
64F,"sábado, outubro 22, 2022",sab,out,23,40415
62F,"domingo, outubro 23, 2022",dom,out,22,39805
62F,"segunda-feira, outubro 24, 2022",seg,out,22,39803
60F,"terça-feira, outubro 25, 2022",ter,out,21,39194
61F,"quarta-feira, outubro 26, 2022",qua,out,22,39802
61F,"quinta-feira, outubro 27, 2022",qui,out,22,39801
63F,"sexta-feira, outubro 28, 2022",sex,out,23,40408
63F,"sábado, outubro 29, 2022",sab,out,23,40407
61F,"domingo, outubro 30, 2022",dom,out,22,39797
62F,"segunda-feira, outubro 31, 2022",seg,out,22,39797
62F,"terça-feira, novembro 01, 2022",ter,nov,22,39793
59F,"quarta-feira, novembro 02, 2022",qua,nov,21,39183
60F,"quinta-feira, novembro 03, 2022",qui,nov,21,39183
63F,"sexta-feira, novembro 04, 2022",sex,nov,22,39791
59F,"sábado, novembro 05, 2022",sab,nov,21,39178
65F,"domingo, novembro 06, 2022",dom,nov,24,41004
63F,"segunda-feira, novembro 07, 2022",seg,nov,23,40395
59F,"terça-feira, novembro 08, 2022",ter,nov,21,39176
60F,"quarta-feira, novembro 09, 2022",qua,nov,21,39175
64F,"quinta-feira, novembro 10, 2022",qui,nov,23,40391
60F,"sexta-feira, novembro 11, 2022",sex,nov,21,39168
60F,"sábado, novembro 12, 2022",sab,nov,21,39164
61F,"domingo, novembro 13, 2022",dom,nov,22,39768
61F,"segunda-feira, novembro 14, 2022",seg,nov,22,39767
64F,"terça-feira, novembro 15, 2022",ter,nov,24,40982
63F,"quarta-feira, novembro 16, 2022",qua,nov,23,40363
59F,"quinta-feira, novembro 17, 2022",qui,nov,21,39139
61F,"sexta-feira, novembro 18, 2022",sex,nov,22,39746
60F,"sábado, novembro 19, 2022",sab,nov,21,39134
61F,"domingo, novembro 20, 2022",dom,nov,22,39730
62F,"segunda-feira, novembro 21, 2022",seg,nov,22,39716
71F,"terça-feira, novembro 22, 2022",ter,nov,27,42393
71F,"quarta-feira, novembro 23, 2022",qua,nov,27,42287
71F,"quinta-feira, novembro 24, 2022",qui,nov,27,42274
71F,"sexta-feira, novembro 25, 2022",sex,nov,27,42260
71F,"sábado, novembro 26, 2022",sab,nov,27,42228
72F,"domingo, novembro 27, 2022",dom,nov,27,42226
72F,"segunda-feira, novembro 28, 2022",seg,nov,27,42213
70F,"terça-feira, novembro 29, 2022",ter,nov,27,42213
71F,"quarta-feira, novembro 30, 2022",qua,nov,27,42207
72F,"quinta-feira, dezembro 01, 2022",qui,dez,27,42154
71F,"sexta-feira, dezembro 02, 2022",sex,dez,27,42145
71F,"sábado, dezembro 03, 2022",sab,dez,27,42125
63F,"domingo, dezembro 04, 2022",dom,dez,23,39671
60F,"segunda-feira, dezembro 05, 2022",seg,dez,21,38448
72F,"terça-feira, dezembro 06, 2022",ter,dez,27,42076
60F,"quarta-feira, dezembro 07, 2022",qua,dez,21,38410
61F,"quinta-feira, dezembro 08, 2022",qui,dez,21,38408
61F,"sexta-feira, dezembro 09, 2022",sex,dez,22,39014
59F,"sábado, dezembro 10, 2022",sab,dez,21,38389
63F,"domingo, dezembro 11, 2022",dom,dez,23,39603
61F,"segunda-feira, dezembro 12, 2022",seg,dez,22,38984
60F,"terça-feira, dezembro 13, 2022",ter,dez,21,38374
59F,"quarta-feira, dezembro 14, 2022",qua,dez,21,38374
59F,"quinta-feira, dezembro 15, 2022",qui,dez,21,38373
61F,"sexta-feira, dezembro 16, 2022",sex,dez,21,38365
62F,"sábado, dezembro 17, 2022",sab,dez,22,38973
62F,"domingo, dezembro 18, 2022",dom,dez,22,38970
60F,"segunda-feira, dezembro 19, 2022",seg,dez,21,38357
62F,"terça-feira, dezembro 20, 2022",ter,dez,22,38963
59F,"quarta-feira, dezembro 21, 2022",qua,dez,21,38348
59F,"quinta-feira, dezembro 22, 2022",qui,dez,21,38348
60F,"sexta-feira, dezembro 23, 2022",sex,dez,21,38346
59F,"sábado, dezembro 24, 2022",sab,dez,21,38345
60F,"domingo, dezembro 25, 2022",dom,dez,21,38343
62F,"segunda-feira, dezembro 26, 2022",seg,dez,22,38949
63F,"terça-feira, dezembro 27, 2022",ter,dez,23,39557
60F,"quarta-feira, dezembro 28, 2022",qua,dez,21,38338
63F,"quinta-feira, dezembro 29, 2022",qui,dez,23,39554
61F,"sexta-feira, dezembro 30, 2022",sex,dez,22,38944
59F,"sábado, dezembro 31, 2022",sab,dez,21,38328
60F,"domingo, janeiro 01, 2023",dom,jan,21,38327
59F,"segunda-feira, janeiro 02, 2023",seg,jan,21,38327
59F,"terça-feira, janeiro 03, 2023",ter,jan,21,38323
64F,"quarta-feira, janeiro 04, 2023",qua,jan,23,39540
61F,"quinta-feira, janeiro 05, 2023",qui,jan,22,38927
60F,"sexta-feira, janeiro 06, 2023",sex,jan,21,38318
62F,"sábado, janeiro 07, 2023",sab,jan,22,38926
60F,"domingo, janeiro 08, 2023",dom,jan,21,38316
61F,"segunda-feira, janeiro 09, 2023",seg,jan,22,38924
60F,"terça-feira, janeiro 10, 2023",ter,jan,21,38311
60F,"quarta-feira, janeiro 11, 2023",qua,jan,21,38310
59F,"quinta-feira, janeiro 12, 2023",qui,jan,21,38309
59F,"sexta-feira, janeiro 13, 2023",sex,jan,21,38306
59F,"sábado, janeiro 14, 2023",sab,jan,21,38306
62F,"domingo, janeiro 15, 2023",dom,jan,22,38910
59F,"segunda-feira, janeiro 16, 2023",seg,jan,21,38295
60F,"terça-feira, janeiro 17, 2023",ter,jan,21,38288
59F,"quarta-feira, janeiro 18, 2023",qua,jan,21,38286
60F,"quinta-feira, janeiro 19, 2023",qui,jan,21,38285
61F,"sexta-feira, janeiro 20, 2023",sex,jan,22,38884
61F,"sábado, janeiro 21, 2023",sab,jan,22,38883
59F,"domingo, janeiro 22, 2023",dom,jan,21,38272
62F,"segunda-feira, janeiro 23, 2023",seg,jan,22,38879
63F,"terça-feira, janeiro 24, 2023",ter,jan,23,39485
61F,"quarta-feira, janeiro 25, 2023",qua,jan,21,38261
60F,"quinta-feira, janeiro 26, 2023",qui,jan,21,38257
59F,"sexta-feira, janeiro 27, 2023",sex,jan,21,38255
62F,"sábado, janeiro 28, 2023",sab,jan,22,38864
61F,"domingo, janeiro 29, 2023",dom,jan,22,38864
61F,"segunda-feira, janeiro 30, 2023",seg,jan,22,38859
60F,"terça-feira, janeiro 31, 2023",ter,jan,21,38248
60F,"quarta-feira, fevereiro 01, 2023",qua,fev,21,38248
62F,"quinta-feira, fevereiro 02, 2023",qui,fev,22,38855
61F,"sexta-feira, fevereiro 03, 2023",sex,fev,21,38242
60F,"sábado, fevereiro 04, 2023",sab,fev,21,38237
59F,"domingo, fevereiro 05, 2023",dom,fev,21,38236
60F,"segunda-feira, fevereiro 06, 2023",seg,fev,21,38231
59F,"terça-feira, fevereiro 07, 2023",ter,fev,21,38231
60F,"quarta-feira, fevereiro 08, 2023",qua,fev,21,38231
62F,"quinta-feira, fevereiro 09, 2023",qui,fev,22,38835
60F,"sexta-feira, fevereiro 10, 2023",sex,fev,21,38226
60F,"sábado, fevereiro 11, 2023",sab,fev,21,38224
61F,"domingo, fevereiro 12, 2023",dom,fev,22,38832
61F,"segunda-feira, fevereiro 13, 2023",seg,fev,22,38831
59F,"terça-feira, fevereiro 14, 2023",ter,fev,21,38217
61F,"quarta-feira, fevereiro 15, 2023",qua,fev,21,38217
61F,"quinta-feira, fevereiro 16, 2023",qui,fev,22,38825
54F,"sexta-feira, fevereiro 17, 2023",sex,fev,17,35778
63F,"sábado, fevereiro 18, 2023",sab,fev,23,39432
61F,"domingo, fevereiro 19, 2023",dom,fev,22,38820
60F,"segunda-feira, fevereiro 20, 2023",seg,fev,21,38210
59F,"terça-feira, fevereiro 21, 2023",ter,fev,21,38207
60F,"quarta-feira, fevereiro 22, 2023",qua,fev,21,38203
62F,"quinta-feira, fevereiro 23, 2023",qui,fev,22,38811
59F,"sexta-feira, fevereiro 24, 2023",sex,fev,21,38195
59F,"sábado, fevereiro 25, 2023",sab,fev,21,38195
61F,"domingo, fevereiro 26, 2023",dom,fev,21,38193
60F,"segunda-feira, fevereiro 27, 2023",seg,fev,21,38193
62F,"terça-feira, fevereiro 28, 2023",ter,fev,22,38799
59F,"quarta-feira, março 01, 2023",qua,mar,21,38182
59F,"quinta-feira, março 02, 2023",qui,mar,21,38180
62F,"sexta-feira, março 03, 2023",sex,mar,22,38788
61F,"sábado, março 04, 2023",sab,mar,22,38787
61F,"domingo, março 05, 2023",dom,mar,22,38786
61F,"segunda-feira, março 06, 2023",seg,mar,22,38784
64F,"terça-feira, março 07, 2023",ter,mar,23,39393
61F,"quarta-feira, março 08, 2023",qua,mar,21,38174
59F,"quinta-feira, março 09, 2023",qui,mar,21,38173
63F,"sexta-feira, março 10, 2023",sex,mar,23,39389
59F,"sábado, março 11, 2023",sab,mar,21,38163
59F,"domingo, março 12, 2023",dom,mar,21,38163
59F,"segunda-feira, março 13, 2023",seg,mar,21,38163
59F,"terça-feira, março 14, 2023",ter,mar,21,38162
61F,"quarta-feira, março 15, 2023",qua,mar,22,38770
60F,"quinta-feira, março 16, 2023",qui,mar,21,38157
60F,"sexta-feira, março 17, 2023",sex,mar,21,38155
53F,"sábado, março 18, 2023",sab,mar,17,35717
63F,"domingo, março 19, 2023",dom,mar,23,39369
59F,"segunda-feira, março 20, 2023",seg,mar,21,38146
62F,"terça-feira, março 21, 2023",ter,mar,22,38747
61F,"quarta-feira, março 22, 2023",qua,mar,22,38745
53F,"quinta-feira, março 23, 2023",qui,mar,17,35700
59F,"sexta-feira, março 24, 2023",sex,mar,21,38130
60F,"sábado, março 25, 2023",sab,mar,21,38129
59F,"domingo, março 26, 2023",dom,mar,21,38121
60F,"segunda-feira, março 27, 2023",seg,mar,21,38115
60F,"terça-feira, março 28, 2023",ter,mar,21,38113
61F,"quarta-feira, março 29, 2023",qua,mar,22,38721
62F,"quinta-feira, março 30, 2023",qui,mar,22,38720
60F,"sexta-feira, março 31, 2023",sex,mar,21,38107
60F,"sábado, abril 01, 2023",sab,abr,21,38102
60F,"domingo, abril 02, 2023",dom,abr,21,38101
60F,"segunda-feira, abril 03, 2023",seg,abr,21,38100
60F,"terça-feira, abril 04, 2023",ter,abr,21,38099
59F,"quarta-feira, abril 05, 2023",qua,abr,21,38097
60F,"quinta-feira, abril 06, 2023",qui,abr,21,38096
61F,"sexta-feira, abril 07, 2023",sex,abr,22,38705
60F,"sábado, abril 08, 2023",sab,abr,21,38095
59F,"domingo, abril 09, 2023",dom,abr,21,38095
